Node_ID,Top_1,Top_2,Top_3,Top_4,Top_5
8025,"(1158, 0.6491738557815552)","(5671, 0.6475330591201782)","(5672, 0.6463974714279175)","(1157, 0.6454861164093018)","(13107, 0.6423983573913574)"
8026,"(1158, 0.6567408442497253)","(5671, 0.6547026634216309)","(5672, 0.6534672379493713)","(1157, 0.6532675623893738)","(13107, 0.6503072381019592)"
8027,"(1158, 0.6517372727394104)","(5671, 0.6500256657600403)","(5672, 0.6487272381782532)","(1157, 0.6479824185371399)","(13107, 0.6457303166389465)"
8028,"(1158, 0.6518307328224182)","(5671, 0.6507212519645691)","(5672, 0.6494783163070679)","(1157, 0.6484041213989258)","(13107, 0.6449235081672668)"
8029,"(8975, 0.6495311856269836)","(8974, 0.6488009095191956)","(4222, 0.6486949324607849)","(14524, 0.6484903693199158)","(3013, 0.6481441259384155)"
8030,"(8975, 0.6498676538467407)","(14524, 0.6492733359336853)","(4222, 0.6491605639457703)","(8974, 0.6488660573959351)","(3013, 0.6481115818023682)"
8031,"(4222, 0.6506132483482361)","(8975, 0.6504198908805847)","(8974, 0.6500390768051147)","(14524, 0.649986743927002)","(3013, 0.6496617197990417)"
8032,"(8975, 0.6509370803833008)","(8974, 0.6503626704216003)","(4222, 0.6494907736778259)","(14524, 0.6488181948661804)","(3013, 0.6483576893806458)"
8033,"(8975, 0.6514925360679626)","(8974, 0.6504902839660645)","(14524, 0.6495712995529175)","(4222, 0.6493409872055054)","(3013, 0.6485471725463867)"
8034,"(1158, 0.6639461517333984)","(1157, 0.6611594557762146)","(10107, 0.6403657793998718)","(10106, 0.6402633190155029)","(1038, 0.6398057341575623)"
8035,"(8654, 0.9892178177833557)","(8655, 0.9886331558227539)","(8652, 0.9871910810470581)","(8653, 0.9871706962585449)","(8656, 0.9870632886886597)"
8036,"(14964, 0.9993046522140503)","(14963, 0.9991909265518188)","(8654, 0.9911888837814331)","(8655, 0.9903677105903625)","(8653, 0.9892963767051697)"
8037,"(14963, 0.9992140531539917)","(14964, 0.9992124438285828)","(8654, 0.9918723702430725)","(8655, 0.9910744428634644)","(8653, 0.9900985956192017)"
8038,"(8654, 0.9880318641662598)","(8655, 0.9872527122497559)","(8653, 0.9857923984527588)","(8652, 0.9857110977172852)","(8651, 0.985349178314209)"
8040,"(11381, 0.6744139194488525)","(11382, 0.6655155420303345)","(1157, 0.6630467772483826)","(1158, 0.6589740514755249)","(14046, 0.6490578055381775)"
8041,"(11381, 0.6733558177947998)","(11382, 0.6644814610481262)","(1157, 0.6609832644462585)","(1158, 0.6566030383110046)","(14046, 0.6471693515777588)"
8042,"(11381, 0.669439971446991)","(1157, 0.6617618203163147)","(11382, 0.6605742573738098)","(1158, 0.6571146845817566)","(14046, 0.6470619440078735)"
8043,"(11381, 0.6738582253456116)","(11382, 0.665014386177063)","(1157, 0.6616462469100952)","(1158, 0.6569944620132446)","(14046, 0.6470910310745239)"
8044,"(11381, 0.6747366189956665)","(11382, 0.6657088398933411)","(1157, 0.6613625288009644)","(1158, 0.6569666266441345)","(14046, 0.6479006409645081)"
8045,"(11381, 0.6749255657196045)","(11382, 0.6660031676292419)","(1157, 0.6627445220947266)","(1158, 0.6583678722381592)","(14046, 0.6469855308532715)"
8046,"(11381, 0.6678898334503174)","(1157, 0.6609470844268799)","(11382, 0.6589314341545105)","(1158, 0.6566867232322693)","(14046, 0.6467211842536926)"
8047,"(831, 0.6461924910545349)","(14048, 0.644676923751831)","(6689, 0.644058883190155)","(14047, 0.6440471410751343)","(6690, 0.6422703862190247)"
8048,"(831, 0.6449006795883179)","(14048, 0.6435073018074036)","(6689, 0.6431512236595154)","(14047, 0.6428508162498474)","(6690, 0.6413292288780212)"
8049,"(831, 0.6496313214302063)","(14048, 0.6477153897285461)","(6689, 0.6475246548652649)","(14047, 0.646974503993988)","(6690, 0.6455779075622559)"
8050,"(831, 0.6445007920265198)","(14048, 0.6434018611907959)","(14047, 0.6430855989456177)","(6689, 0.6429079174995422)","(6690, 0.640906572341919)"
8051,"(831, 0.6439921855926514)","(14048, 0.6425067186355591)","(14047, 0.6419764161109924)","(6689, 0.6418888568878174)","(2294, 0.6417831182479858)"
8052,"(4369, 0.6559759974479675)","(4368, 0.6517497897148132)","(831, 0.6407506465911865)","(5634, 0.639124870300293)","(5636, 0.6376075744628906)"
8053,"(4369, 0.6550220847129822)","(4368, 0.6505409479141235)","(5634, 0.6383391618728638)","(831, 0.6382284164428711)","(5636, 0.6372390389442444)"
8054,"(4369, 0.6559236645698547)","(4368, 0.6517289876937866)","(831, 0.6391375064849854)","(5634, 0.6390013098716736)","(5636, 0.6378351449966431)"
8055,"(4369, 0.6547803282737732)","(4368, 0.6504592895507812)","(831, 0.6396275758743286)","(5634, 0.638683557510376)","(5636, 0.6373603343963623)"
8056,"(4369, 0.655305027961731)","(4368, 0.6512056589126587)","(5634, 0.6392142176628113)","(831, 0.6391262412071228)","(1076, 0.6388044357299805)"
8057,"(4369, 0.6547024846076965)","(4368, 0.6501171588897705)","(831, 0.638058602809906)","(5634, 0.6378119587898254)","(5636, 0.6366168260574341)"
8058,"(1639, 0.9139595031738281)","(1643, 0.909055769443512)","(1641, 0.9072200655937195)","(12324, 0.9060858488082886)","(1638, 0.901109516620636)"
8059,"(1639, 0.9156284928321838)","(1643, 0.9124742150306702)","(12324, 0.9122601747512817)","(1641, 0.911070704460144)","(1638, 0.9046739935874939)"
8060,"(12324, 0.9136590361595154)","(1639, 0.9073672294616699)","(1643, 0.9061687588691711)","(1641, 0.9024164080619812)","(12323, 0.90238356590271)"
8061,"(1639, 0.9245455265045166)","(1643, 0.9192013144493103)","(12324, 0.9182078838348389)","(1641, 0.915561854839325)","(1638, 0.9100664854049683)"
8062,"(1639, 0.904857873916626)","(1641, 0.9002824425697327)","(1643, 0.8992531895637512)","(1638, 0.8934493660926819)","(5492, 0.8927522897720337)"
8063,"(12324, 0.9183415174484253)","(12323, 0.9074967503547668)","(1639, 0.906755805015564)","(1643, 0.9044893980026245)","(1641, 0.9011873006820679)"
8064,"(1639, 0.912179172039032)","(1641, 0.9086489677429199)","(1643, 0.9080970287322998)","(12324, 0.903984785079956)","(1638, 0.9015554785728455)"
8065,"(12324, 0.9160341024398804)","(1639, 0.9090535044670105)","(1643, 0.9056988954544067)","(12323, 0.9048802852630615)","(1641, 0.9019132852554321)"
8066,"(9857, 0.953307569026947)","(749, 0.9515722990036011)","(750, 0.9501089453697205)","(748, 0.9476585984230042)","(9858, 0.9422963857650757)"
8067,"(9857, 0.9480664134025574)","(749, 0.9433049559593201)","(748, 0.9409288763999939)","(9859, 0.9406702518463135)","(750, 0.9401765465736389)"
8068,"(749, 0.9475534558296204)","(750, 0.9454581141471863)","(748, 0.9428770542144775)","(9857, 0.9425827860832214)","(9858, 0.931931734085083)"
8069,"(749, 0.9443060159683228)","(750, 0.9391827583312988)","(748, 0.9391496181488037)","(9857, 0.9388529658317566)","(9859, 0.9289391040802002)"
8070,"(9857, 0.9554414749145508)","(749, 0.9546098709106445)","(748, 0.953421950340271)","(750, 0.950752854347229)","(9859, 0.9473593235015869)"
8071,"(14109, 0.8336305618286133)","(14107, 0.8222925066947937)","(14108, 0.8169943690299988)","(1986, 0.8140667080879211)","(13946, 0.8078781366348267)"
8072,"(14109, 0.9233978986740112)","(14107, 0.912322998046875)","(14108, 0.9035068154335022)","(13946, 0.903368353843689)","(13948, 0.894135057926178)"
8073,"(14109, 0.9188511967658997)","(13946, 0.9023742079734802)","(14107, 0.9023030996322632)","(14108, 0.9021754264831543)","(13948, 0.8959037065505981)"
8074,"(14109, 0.9143883585929871)","(14107, 0.9008103013038635)","(14108, 0.8955720067024231)","(13946, 0.8927684426307678)","(16227, 0.8887601494789124)"
8075,"(14109, 0.9236770868301392)","(14108, 0.9105051159858704)","(13946, 0.9096092581748962)","(14107, 0.9084122776985168)","(13948, 0.8935287594795227)"
8076,"(334, 0.7885739207267761)","(336, 0.7865785360336304)","(335, 0.767874538898468)","(12474, 0.7496435642242432)","(16227, 0.7485529184341431)"
8077,"(143, 0.9607889652252197)","(142, 0.9554805755615234)","(2950, 0.9551459550857544)","(8929, 0.9522832036018372)","(4025, 0.9474008083343506)"
8078,"(143, 0.9556547999382019)","(2950, 0.9519995450973511)","(142, 0.9506146311759949)","(2067, 0.9434124231338501)","(6037, 0.9429525136947632)"
8079,"(14208, 0.6655799746513367)","(2098, 0.6654567122459412)","(5671, 0.6621363759040833)","(5672, 0.6619232892990112)","(1785, 0.6615743041038513)"
8080,"(14208, 0.6666131019592285)","(2098, 0.6652874946594238)","(5671, 0.6637372970581055)","(5672, 0.6633721590042114)","(1785, 0.6620726585388184)"
8081,"(2098, 0.6651895642280579)","(14208, 0.6643296480178833)","(5671, 0.6634882092475891)","(5672, 0.66312175989151)","(1785, 0.6609848737716675)"
8082,"(2098, 0.662811279296875)","(14208, 0.6625113487243652)","(5671, 0.6611562371253967)","(5672, 0.6609147191047668)","(14524, 0.6594709157943726)"
8083,"(11385, 0.9184839129447937)","(11386, 0.9135646224021912)","(11384, 0.9025347232818604)","(13173, 0.8962006568908691)","(13172, 0.8934291005134583)"
8084,"(11386, 0.9210591316223145)","(11385, 0.9168323278427124)","(7941, 0.9062409400939941)","(11384, 0.9050264954566956)","(13173, 0.8969238996505737)"
8085,"(11385, 0.9078251123428345)","(11386, 0.9053701162338257)","(7941, 0.8924773931503296)","(11384, 0.8900173306465149)","(13172, 0.88765949010849)"
8086,"(11385, 0.9063478708267212)","(11386, 0.9042219519615173)","(11384, 0.8997132182121277)","(13172, 0.8799664378166199)","(7941, 0.8778403401374817)"
8087,"(11385, 0.8911857008934021)","(13172, 0.8911811113357544)","(11386, 0.8866397738456726)","(11384, 0.8856801390647888)","(13173, 0.8825722336769104)"
8088,"(11385, 0.8996161222457886)","(11386, 0.893088698387146)","(7941, 0.8816748261451721)","(7939, 0.8774105310440063)","(11384, 0.8770145177841187)"
8089,"(11386, 0.9043394327163696)","(11384, 0.9043354392051697)","(11385, 0.9040221571922302)","(13172, 0.8874427676200867)","(7941, 0.8873550891876221)"
8090,"(17713, 0.6550760865211487)","(17714, 0.6542850136756897)","(1707, 0.6409285664558411)","(974, 0.6367619037628174)","(1480, 0.6360686421394348)"
8091,"(17713, 0.6543526649475098)","(17714, 0.6539343595504761)","(1707, 0.6390684843063354)","(974, 0.6366093754768372)","(1480, 0.6350317597389221)"
8092,"(17713, 0.6556567549705505)","(17714, 0.6550692319869995)","(1707, 0.6407284736633301)","(974, 0.63742595911026)","(1480, 0.6364345550537109)"
8093,"(17713, 0.6549065113067627)","(17714, 0.654306948184967)","(1707, 0.6404361724853516)","(974, 0.6377243399620056)","(7755, 0.6356261968612671)"
8094,"(17713, 0.6557124853134155)","(17714, 0.655246376991272)","(1707, 0.6414488554000854)","(974, 0.6373695135116577)","(1708, 0.6365240812301636)"
8095,"(17713, 0.6548677682876587)","(17714, 0.6543461084365845)","(1707, 0.641048789024353)","(974, 0.6383997201919556)","(7755, 0.6368406414985657)"
8096,"(725, 0.997966468334198)","(726, 0.9977923631668091)","(4083, 0.9807798266410828)","(4087, 0.9790728092193604)","(4086, 0.9776619672775269)"
8097,"(726, 0.9981670379638672)","(725, 0.9980653524398804)","(4083, 0.9796304702758789)","(4087, 0.9777462482452393)","(4086, 0.9761641025543213)"
8098,"(726, 0.9985160827636719)","(725, 0.9982900619506836)","(4083, 0.9786242246627808)","(4087, 0.9767400622367859)","(4086, 0.9750868678092957)"
8099,"(726, 0.9975910186767578)","(725, 0.9973477125167847)","(4083, 0.9813635349273682)","(4087, 0.9795845746994019)","(4086, 0.9780322909355164)"
8100,"(1146, 0.9874417185783386)","(14474, 0.9653663635253906)","(14472, 0.9631691575050354)","(14471, 0.9604731798171997)","(14473, 0.9586670994758606)"
8101,"(1146, 0.9906455874443054)","(14474, 0.9699153304100037)","(14472, 0.9679967761039734)","(14471, 0.9654274582862854)","(14473, 0.9636934995651245)"
8102,"(1146, 0.9933887124061584)","(14474, 0.9751036167144775)","(14472, 0.9733656644821167)","(14471, 0.9709454774856567)","(14473, 0.9693667888641357)"
8103,"(1146, 0.9890180826187134)","(14474, 0.9678981900215149)","(14472, 0.9660276174545288)","(14471, 0.963302493095398)","(14473, 0.9615285396575928)"
8104,"(1146, 0.9895424842834473)","(14474, 0.9678301811218262)","(14472, 0.9658443927764893)","(14471, 0.9633613228797913)","(14473, 0.9615830779075623)"
8105,"(1146, 0.9883677363395691)","(14474, 0.9659081697463989)","(14472, 0.9640530347824097)","(14471, 0.9612325429916382)","(14473, 0.959629237651825)"
8106,"(191, 0.9870178699493408)","(5665, 0.9858610033988953)","(495, 0.9828816652297974)","(192, 0.9818899631500244)","(15202, 0.9811227917671204)"
8107,"(17393, 0.8844150900840759)","(1234, 0.8366923332214355)","(10581, 0.8275734782218933)","(10580, 0.8111981153488159)","(13598, 0.8093652129173279)"
8108,"(17393, 0.8858147859573364)","(1234, 0.8351345658302307)","(10581, 0.8311589956283569)","(10580, 0.8305888772010803)","(10582, 0.8118152618408203)"
8109,"(17393, 0.8986065983772278)","(1234, 0.841597318649292)","(10581, 0.8242326378822327)","(10580, 0.8219543695449829)","(10674, 0.8122681379318237)"
8110,"(17393, 0.895210325717926)","(1234, 0.8407876491546631)","(10581, 0.8242465853691101)","(10580, 0.8095235228538513)","(10582, 0.8075492978096008)"
8111,"(17393, 0.8874669671058655)","(1234, 0.8288870453834534)","(10581, 0.8115493059158325)","(10582, 0.8069167733192444)","(10580, 0.8060286045074463)"
8112,"(17393, 0.8847416639328003)","(1234, 0.853672444820404)","(10581, 0.8290367722511292)","(10580, 0.8252270817756653)","(10674, 0.8104599714279175)"
8113,"(1233, 0.8774253129959106)","(1232, 0.8730277419090271)","(12431, 0.7916601896286011)","(12432, 0.7785060405731201)","(10674, 0.7782112956047058)"
8114,"(17393, 0.8873316645622253)","(10581, 0.830672562122345)","(1234, 0.8262714147567749)","(13598, 0.8208373785018921)","(10674, 0.8120579123497009)"
8115,"(2098, 0.6748107075691223)","(5672, 0.6627932786941528)","(5671, 0.659466028213501)","(2099, 0.6589639186859131)","(1786, 0.6575583219528198)"
8116,"(2098, 0.6725059747695923)","(5672, 0.6618322134017944)","(5671, 0.6583955883979797)","(14660, 0.657336413860321)","(1540, 0.6568804979324341)"
8117,"(2098, 0.6717169284820557)","(5672, 0.6613762974739075)","(14660, 0.6597589254379272)","(5671, 0.6579365134239197)","(1786, 0.6572991013526917)"
8118,"(2098, 0.6737291216850281)","(5672, 0.6625058650970459)","(5671, 0.6590150594711304)","(1786, 0.658153772354126)","(1540, 0.6577158570289612)"
8119,"(16605, 0.9767929911613464)","(16608, 0.9706201553344727)","(16606, 0.967783510684967)","(16311, 0.9627071022987366)","(16312, 0.9600634574890137)"
8120,"(17708, 0.6512245535850525)","(17705, 0.6495530009269714)","(17709, 0.6495110392570496)","(17706, 0.6480221152305603)","(17710, 0.647570013999939)"
8121,"(17708, 0.6483199596405029)","(17709, 0.6467316746711731)","(17705, 0.6466988325119019)","(17706, 0.6449686288833618)","(17710, 0.6445826292037964)"
8122,"(17708, 0.6478241086006165)","(17705, 0.6462786197662354)","(17709, 0.6461713910102844)","(17706, 0.6445739269256592)","(17710, 0.6441835761070251)"
8123,"(14047, 0.650841236114502)","(14046, 0.6506187915802002)","(5636, 0.6483719348907471)","(5635, 0.647312343120575)","(14048, 0.6454856395721436)"
8124,"(14047, 0.6510022282600403)","(14046, 0.6506898403167725)","(5636, 0.6487435102462769)","(5635, 0.6475504040718079)","(14048, 0.6457045078277588)"
8125,"(1403, 0.9984764456748962)","(7731, 0.9945419430732727)","(7730, 0.9941256642341614)","(13511, 0.9845848679542542)","(13508, 0.9826459884643555)"
8126,"(11331, 0.986693799495697)","(11328, 0.9865256547927856)","(11330, 0.9850320816040039)","(11329, 0.984670102596283)","(11327, 0.9840924143791199)"
8127,"(11331, 0.9880824089050293)","(11328, 0.9879864454269409)","(11330, 0.9866065979003906)","(11329, 0.9860856533050537)","(11327, 0.9855040311813354)"
8128,"(11331, 0.9855499267578125)","(11328, 0.985105037689209)","(11330, 0.9834116697311401)","(11329, 0.9827975630760193)","(11327, 0.9824286103248596)"
8129,"(11331, 0.9881075024604797)","(11328, 0.9877575039863586)","(11330, 0.9863112568855286)","(11329, 0.9860280156135559)","(11327, 0.9855291247367859)"
8130,"(11331, 0.9873374700546265)","(11328, 0.9869455099105835)","(11330, 0.9855349659919739)","(11329, 0.9851213693618774)","(11327, 0.984673798084259)"
8131,"(10106, 0.6550506949424744)","(10107, 0.6543689966201782)","(2098, 0.6475241780281067)","(4893, 0.6466979384422302)","(2099, 0.6453688144683838)"
8132,"(8975, 0.6311798691749573)","(8974, 0.6294376254081726)","(2814, 0.626041829586029)","(976, 0.6253445148468018)","(17038, 0.6249276399612427)"
8133,"(8975, 0.637748658657074)","(8974, 0.6358919143676758)","(2814, 0.6338117718696594)","(17038, 0.6327852606773376)","(976, 0.6326434016227722)"
8134,"(8975, 0.649010419845581)","(8974, 0.6475160717964172)","(2814, 0.6444189548492432)","(976, 0.6438730955123901)","(17038, 0.6433841586112976)"
8135,"(8975, 0.6573085188865662)","(8974, 0.6558448076248169)","(976, 0.652467668056488)","(2814, 0.6524546146392822)","(17038, 0.6520202159881592)"
8136,"(8975, 0.6462385654449463)","(8974, 0.6448047161102295)","(976, 0.6407865285873413)","(2814, 0.6404396891593933)","(977, 0.639988124370575)"
8137,"(8975, 0.6387417912483215)","(8974, 0.6373769640922546)","(2814, 0.63373202085495)","(976, 0.6330997347831726)","(832, 0.6326617002487183)"
8138,"(8975, 0.6420990824699402)","(8974, 0.6407850980758667)","(2814, 0.6366016864776611)","(976, 0.6358333230018616)","(977, 0.6352806687355042)"
8139,"(8975, 0.6321319937705994)","(8974, 0.6306511163711548)","(2814, 0.6268443465232849)","(976, 0.6258387565612793)","(17038, 0.6256938576698303)"
8140,"(8975, 0.6376526951789856)","(8974, 0.6360320448875427)","(2814, 0.6319923996925354)","(976, 0.6317586302757263)","(977, 0.6311810612678528)"
8141,"(8975, 0.639350414276123)","(8974, 0.6375054717063904)","(2814, 0.6344761848449707)","(976, 0.6339758634567261)","(17038, 0.6333390474319458)"
8142,"(8975, 0.6522354483604431)","(8974, 0.6507359147071838)","(2814, 0.6473088264465332)","(976, 0.6468088030815125)","(977, 0.6460922956466675)"
8143,"(8975, 0.6396762728691101)","(8974, 0.6382476091384888)","(2814, 0.6352729201316833)","(976, 0.6338147521018982)","(977, 0.6335781812667847)"
8144,"(8975, 0.6341368556022644)","(8974, 0.632591187953949)","(2814, 0.6284628510475159)","(976, 0.6278910040855408)","(17038, 0.6276615262031555)"
8145,"(8975, 0.6498646140098572)","(8974, 0.6484390497207642)","(2814, 0.644662082195282)","(976, 0.6433266997337341)","(17038, 0.6433192491531372)"
8146,"(8975, 0.6525528430938721)","(8974, 0.6511602997779846)","(2814, 0.6488533616065979)","(976, 0.6486053466796875)","(17038, 0.6482795476913452)"
